n_focals,k_add,cond,xeu,n_p,n_a,n_t,n_fod,n_focals2,belg_size,belg_time,proper_belg,dt_ok,dt_size,dt_time,dt_max_lg,ct_ok,ct_size,ct_time,ct_max_lg,tt_ok,tt_size,tt_time,tt_max_lg
5,5,dempster,TBEU,3,3;3;3,3,16,5,2187,0.000914,True,None,474579,8.750185,9,None,52488,0.623670,7,None,1296,0.008768,3,
5,5,dempster,TBEU,3,3;3;3,3,18,5,2187,0.000837,True,None,474579,8.794536,9,None,50463,0.596955,7,None,1458,0.009912,3,
5,6,dempster,TBEU,2,2;2,2,4,3,32,0.000462,True,None,192,0.002481,4,None,128,0.001413,3,None,32,0.000356,2,
5,6,dempster,TBEU,2,2;2,2,3,3,32,0.000364,True,None,152,0.001773,4,None,72,0.000857,3,None,24,0.000261,2,
5,6,dempster,TBEU,2,2;2,3,8,5,72,0.000479,True,None,1920,0.028393,6,None,392,0.004265,4,None,64,0.000847,2,
5,6,dempster,TBEU,2,2;2,3,9,5,72,0.000454,True,None,1472,0.022685,6,None,496,0.005531,4,None,72,0.000949,2,
5,6,dempster,TBEU,2,3;2,2,4,4,48,0.000356,True,None,486,0.006178,4,None,228,0.002170,3,None,48,0.000528,2,
5,6,dempster,TBEU,2,3;2,2,4,4,48,0.000402,True,None,576,0.007060,4,None,228,0.002211,3,None,48,0.000443,2,
5,6,dempster,TBEU,2,3;2,3,9,5,108,0.000434,True,None,2916,0.041039,6,None,786,0.007486,4,None,108,0.001065,2,
5,6,dempster,TBEU,2,3;2,3,9,5,108,0.000467,True,None,3816,0.053224,6,None,978,0.010161,4,None,108,0.001130,2,
5,6,dempster,TBEU,2,2;3,2,4,4,48,0.000409,True,None,468,0.005814,4,None,228,0.002170,3,None,48,0.000485,2,
5,6,dempster,TBEU,2,2;3,2,4,4,48,0.000447,True,None,576,0.006922,4,None,228,0.002430,3,None,48,0.000773,2,
5,6,dempster,TBEU,2,2;3,3,8,5,108,0.000712,True,None,3456,0.054205,6,None,582,0.005957,4,None,96,0.001014,2,
5,6,dempster,TBEU,2,2;3,3,9,5,108,0.000486,True,None,3456,0.053843,6,None,972,0.012642,4,None,108,0.001168,2,
5,6,dempster,TBEU,2,3;3,2,4,3,72,0.000428,True,None,972,0.010795,4,None,360,0.003047,3,None,72,0.000517,2,
5,6,dempster,TBEU,2,3;3,2,4,4,72,0.000371,True,None,1296,0.015497,4,None,396,0.003356,3,None,72,0.000558,2,
5,6,dempster,TBEU,2,3;3,3,9,5,162,0.000450,True,None,18711,0.261525,6,None,1485,0.013895,4,None,162,0.001372,2,
5,6,dempster,TBEU,2,3;3,3,9,5,162,0.000473,True,None,18711,0.239200,6,None,1179,0.010464,4,None,162,0.001357,2,
5,6,dempster,TBEU,3,2;2;2,2,7,4,192,0.000538,True,None,1312,0.024296,6,None,1784,0.022720,5,None,168,0.001671,3,
5,6,dempster,TBEU,3,2;2;2,2,8,5,192,0.000493,True,None,1920,0.035511,6,None,2632,0.033095,5,None,192,0.002056,3,
5,6,dempster,TBEU,3,2;2;2,3,19,5,648,0.000818,True,None,11648,0.252654,9,None,6952,0.098090,7,None,456,0.005062,3,
5,6,dempster,TBEU,3,2;2;2,3,19,5,648,0.000832,True,None,14208,0.291982,9,None,6160,0.081183,7,None,456,0.005012,3,
5,6,dempster,TBEU,3,3;2;2,2,8,5,288,0.000558,True,None,3816,0.076742,6,None,6444,0.073130,5,None,288,0.002441,3,
5,6,dempster,TBEU,3,3;2;2,2,8,5,288,0.000520,True,None,4320,0.086436,6,None,5952,0.070878,5,None,288,0.002495,3,
5,6,dempster,TBEU,3,3;2;2,3,20,5,972,0.000791,True,None,43200,0.869278,9,None,16536,0.204933,7,None,720,0.006494,3,
5,6,dempster,TBEU,3,3;2;2,3,21,5,972,0.000781,True,None,36000,0.707377,9,None,11208,0.135987,7,None,756,0.006765,3,
5,6,dempster,TBEU,3,2;3;2,2,7,5,288,0.000500,True,None,4320,0.075036,6,None,4380,0.050099,5,None,252,0.002191,3,
5,6,dempster,TBEU,3,2;3;2,2,8,5,288,0.000542,True,None,4320,0.084465,6,None,5832,0.066729,5,None,288,0.002542,3,
5,6,dempster,TBEU,3,2;3;2,3,20,5,972,0.000813,True,None,77760,1.587359,9,None,17172,0.201648,7,None,720,0.006562,3,
5,6,dempster,TBEU,3,2;3;2,3,17,5,972,0.000878,True,None,49536,0.979040,9,None,11556,0.153068,7,None,612,0.006914,3,
5,6,dempster,TBEU,3,3;3;2,2,8,5,432,0.000522,True,None,9720,0.184247,6,None,9378,0.114543,5,None,432,0.003705,3,
5,6,dempster,TBEU,3,3;3;2,2,8,5,432,0.000560,True,None,9720,0.197728,6,None,10368,0.137388,5,None,432,0.003226,3,
5,6,dempster,TBEU,3,3;3;2,3,19,5,1458,0.000849,True,None,148392,3.173800,9,None,36630,0.534957,7,None,1026,0.007764,3,
5,6,dempster,TBEU,3,3;3;2,3,17,5,1458,0.000843,True,None,196344,3.833916,9,None,27414,0.333021,7,None,918,0.007380,3,
5,6,dempster,TBEU,3,2;2;3,2,7,4,288,0.000585,True,None,3456,0.063372,6,None,4176,0.049942,5,None,252,0.002198,3,
5,6,dempster,TBEU,3,2;2;3,2,8,5,288,0.000507,True,None,4320,0.070595,6,None,4080,0.047487,5,None,288,0.002516,3,
5,6,dempster,TBEU,3,2;2;3,3,20,5,972,0.000814,True,None,36000,0.773196,9,None,16464,0.252502,7,None,720,0.007417,3,
5,6,dempster,TBEU,3,2;2;3,3,20,5,972,0.000875,True,None,43488,0.922024,9,None,11748,0.140609,7,None,720,0.006484,3,
5,6,dempster,TBEU,3,3;2;3,2,8,5,432,0.000498,True,None,9720,0.166042,6,None,8478,0.105981,5,None,432,0.003341,3,
5,6,dempster,TBEU,3,3;2;3,2,8,5,432,0.000539,True,None,9720,0.212448,6,None,9630,0.115250,5,None,432,0.003615,3,
5,6,dempster,TBEU,3,3;2;3,3,17,5,1458,0.000819,True,None,122472,2.434238,9,None,23022,0.280642,6,None,918,0.007010,3,
5,6,dempster,TBEU,3,3;2;3,3,16,5,1458,0.000940,True,None,120528,2.546831,9,None,24894,0.305443,7,None,864,0.006719,3,
5,6,dempster,TBEU,3,2;3;3,2,7,5,432,0.000589,True,None,9720,0.183725,6,None,7686,0.096219,5,None,378,0.002956,3,
5,6,dempster,TBEU,3,2;3;3,2,8,5,432,0.000507,True,None,9720,0.179622,6,None,9594,0.110229,5,None,432,0.003157,3,
5,6,dempster,TBEU,3,2;3;3,3,20,5,1458,0.000824,True,None,158436,3.283387,9,None,25110,0.302044,6,None,1080,0.008269,3,
5,6,dempster,TBEU,3,2;3;3,3,18,5,1458,0.000899,True,None,112752,2.330795,9,None,34236,0.429253,7,None,972,0.007436,3,
5,6,dempster,TBEU,3,3;3;3,2,8,5,648,0.000567,True,None,15552,0.316467,6,None,18549,0.213630,5,None,648,0.004683,3,
5,6,dempster,TBEU,3,3;3;3,2,8,5,648,0.000763,True,None,21870,0.409990,6,None,21060,0.242193,5,None,648,0.004468,3,
5,6,dempster,TBEU,3,3;3;3,3,17,5,2187,0.000847,True,None,511758,10.718638,9,None,82701,1.144060,7,None,1377,0.009475,3,
5,6,dempster,TBEU,3,3;3;3,3,17,5,2187,0.000903,True,None,437400,8.404362,9,None,50139,0.603990,7,None,1377,0.009311,3,
5,7,dempster,TBEU,2,2;2,2,4,3,32,0.000468,True,None,192,0.002489,4,None,128,0.001402,3,None,32,0.000352,2,
5,7,dempster,TBEU,2,2;2,2,4,3,32,0.000393,True,None,192,0.002563,4,None,128,0.001382,3,None,32,0.000367,2,
5,7,dempster,TBEU,2,2;2,3,9,4,72,0.000514,True,None,1088,0.016714,6,None,512,0.005517,4,None,72,0.000930,2,
5,7,dempster,TBEU,2,2;2,3,9,5,72,0.000454,True,None,1696,0.025702,6,None,488,0.005128,4,None,72,0.000971,2,
5,7,dempster,TBEU,2,3;2,2,4,2,48,0.000407,True,None,288,0.003662,4,None,204,0.001853,3,None,48,0.000397,2,
5,7,dempster,TBEU,2,3;2,2,4,4,48,0.000377,True,None,576,0.007587,4,None,228,0.002248,3,None,48,0.000650,2,
5,7,dempster,TBEU,2,3;2,3,9,5,108,0.000479,True,None,3852,0.060643,6,None,942,0.009490,4,None,108,0.001102,2,
5,7,dempster,TBEU,2,3;2,3,9,5,108,0.000485,True,None,5328,0.081651,6,None,972,0.009345,4,None,108,0.001155,2,
5,7,dempster,TBEU,2,2;3,2,4,3,48,0.000432,True,None,324,0.004074,4,None,216,0.001996,3,None,48,0.000409,2,
5,7,dempster,TBEU,2,2;3,2,4,4,48,0.000374,True,None,576,0.006899,4,None,228,0.002146,3,None,48,0.000447,2,
5,7,dempster,TBEU,2,2;3,3,9,5,108,0.000465,True,None,4608,0.078475,6,None,1242,0.013130,4,None,108,0.001194,2,
5,7,dempster,TBEU,2,2;3,3,8,5,108,0.000504,True,None,4302,0.064536,6,None,846,0.008094,4,None,96,0.000977,2,
5,7,dempster,TBEU,2,3;3,2,4,1,72,0.000472,True,None,324,0.004675,4,None,324,0.003431,3,None,72,0.000551,2,
5,7,dempster,TBEU,2,3;3,2,4,2,72,0.000496,True,None,648,0.009205,4,None,360,0.003171,3,None,72,0.000554,2,
5,7,dempster,TBEU,2,3;3,3,9,5,162,0.000596,True,None,18711,0.285676,6,None,2493,0.023123,4,None,162,0.001471,2,
5,7,dempster,TBEU,2,3;3,3,8,5,162,0.000500,True,None,15552,0.259588,6,None,2133,0.019691,4,None,144,0.001204,2,
5,7,dempster,TBEU,3,2;2;2,2,8,5,192,0.000531,True,None,1920,0.039315,6,None,3432,0.042933,5,None,192,0.001991,3,
5,7,dempster,TBEU,3,2;2;2,2,8,5,192,0.000539,True,None,1920,0.043910,6,None,2976,0.036936,5,None,192,0.002040,3,
5,7,dempster,TBEU,3,2;2;2,3,19,5,648,0.000804,True,None,14208,0.320534,9,None,7576,0.097933,7,None,456,0.005074,3,
5,7,dempster,TBEU,3,2;2;2,3,19,5,648,0.000812,True,None,17920,0.397354,9,None,6960,0.091846,7,None,456,0.004993,3,
5,7,dempster,TBEU,3,3;2;2,2,8,5,288,0.000546,True,None,4320,0.091184,6,None,6456,0.081371,5,None,288,0.002688,3,
5,7,dempster,TBEU,3,3;2;2,2,8,5,288,0.000587,True,None,4320,0.090777,6,None,6336,0.077419,5,None,288,0.002546,3,
5,7,dempster,TBEU,3,3;2;2,3,21,5,972,0.000850,True,None,60480,1.441486,9,None,29964,0.411490,7,None,756,0.006994,3,
5,7,dempster,TBEU,3,3;2;2,3,23,5,972,0.000865,True,None,55584,1.240450,9,None,18888,0.261694,7,None,828,0.008829,3,
5,7,dempster,TBEU,3,2;3;2,2,7,5,288,0.000599,True,None,3816,0.072823,6,None,4188,0.054650,5,None,252,0.004136,3,
5,7,dempster,TBEU,3,2;3;2,2,8,5,288,0.000988,True,None,4320,0.091441,6,None,6768,0.087331,5,None,288,0.002543,3,
5,7,dempster,TBEU,3,2;3;2,3,18,5,972,0.000833,True,None,47232,1.050568,9,None,12708,0.152660,7,None,648,0.006058,3,
5,7,dempster,TBEU,3,2;3;2,3,16,5,972,0.000904,True,None,44064,0.974038,9,None,13452,0.172644,7,None,576,0.005009,3,
5,7,dempster,TBEU,3,3;3;2,2,8,5,432,0.000551,True,None,9720,0.196775,6,None,13824,0.166549,5,None,432,0.003388,3,
5,7,dempster,TBEU,3,3;3;2,2,8,5,432,0.000554,True,None,9720,0.202225,6,None,12870,0.155815,5,None,432,0.003197,3,
5,7,dempster,TBEU,3,3;3;2,3,19,5,1458,0.000842,True,None,196344,4.401835,9,None,44460,0.649595,7,None,1026,0.008375,3,
5,7,dempster,TBEU,3,3;3;2,3,21,5,1458,0.000901,True,None,137052,3.350317,9,None,41220,0.668427,7,None,1134,0.008922,3,
5,7,dempster,TBEU,3,2;2;3,2,8,5,288,0.000573,True,None,4320,0.082582,6,None,5964,0.072364,5,None,288,0.002545,3,
5,7,dempster,TBEU,3,2;2;3,2,8,5,288,0.000550,True,None,3816,0.076381,6,None,5832,0.067732,5,None,288,0.002690,3,
5,7,dempster,TBEU,3,2;2;3,3,19,5,972,0.001595,True,None,58176,1.394775,9,None,20724,0.269914,7,None,684,0.006317,3,
5,7,dempster,TBEU,3,2;2;3,3,22,5,972,0.000904,True,None,60480,1.438828,9,None,22248,0.327381,7,None,792,0.007441,3,
5,7,dempster,TBEU,3,3;2;3,2,8,5,432,0.000602,True,None,9720,0.183438,6,None,10962,0.133963,5,None,432,0.003347,3,
5,7,dempster,TBEU,3,3;2;3,2,8,5,432,0.000524,True,None,8316,0.129298,6,None,5760,0.058268,5,None,432,0.003172,3,
5,7,dempster,TBEU,3,3;2;3,3,22,5,1458,0.000871,True,None,196344,4.596440,9,None,56592,0.855700,7,None,1188,0.009300,3,
5,7,dempster,TBEU,3,3;2;3,3,20,5,1458,0.000861,True,None,159408,3.596095,9,None,34524,0.482031,7,None,1080,0.008367,3,
5,7,dempster,TBEU,3,2;3;3,2,8,5,432,0.000627,True,None,9720,0.213599,6,None,11448,0.138984,5,None,432,0.003302,3,
5,7,dempster,TBEU,3,2;3;3,2,8,5,432,0.000607,True,None,9720,0.220861,6,None,10746,0.139537,5,None,432,0.003256,3,
5,7,dempster,TBEU,3,2;3;3,3,16,5,1458,0.000891,True,None,131868,3.159373,9,None,31734,0.424359,7,None,864,0.007075,3,
5,7,dempster,TBEU,3,2;3;3,3,20,5,1458,0.000902,True,None,159408,3.612717,9,None,53946,0.852841,7,None,1080,0.009278,3,
5,7,dempster,TBEU,3,3;3;3,2,8,5,648,0.000619,True,None,21870,0.446625,6,None,25434,0.312391,5,None,648,0.004305,3,
5,7,dempster,TBEU,3,3;3;3,2,7,5,648,0.000545,True,None,18711,0.407926,6,None,15633,0.187237,5,None,567,0.003804,3,
5,7,dempster,TBEU,3,3;3;3,3,21,5,2187,0.000897,True,None,474579,11.273587,9,None,96552,1.440451,7,None,1701,0.012071,3,
5,7,dempster,TBEU,3,3;3;3,3,20,5,2187,0.001002,True,None,636417,14.203104,9,None,111051,1.728840,7,None,1620,0.011319,3,
5,8,dempster,TBEU,2,2;2,2,4,3,32,0.000593,True,None,192,0.002589,4,None,128,0.001385,3,None,32,0.000355,2,
5,8,dempster,TBEU,2,2;2,2,4,1,32,0.000489,True,None,64,0.001045,4,None,96,0.001100,3,None,32,0.000302,2,
5,8,dempster,TBEU,2,2;2,3,9,5,72,0.000510,True,None,1696,0.030246,6,None,544,0.006152,4,None,72,0.000953,2,
5,8,dempster,TBEU,2,2;2,3,9,5,72,0.000520,True,None,1696,0.031281,6,None,648,0.007608,4,None,72,0.001044,2,
5,8,dempster,TBEU,2,3;2,2,4,3,48,0.000484,True,None,432,0.005819,4,None,204,0.002474,3,None,48,0.000450,2,
5,8,dempster,TBEU,2,3;2,2,4,2,48,0.000466,True,None,288,0.003910,4,None,204,0.002267,3,None,48,0.000425,2,
5,8,dempster,TBEU,2,3;2,3,9,5,108,0.000530,True,None,6480,0.104882,6,None,864,0.008529,4,None,108,0.001225,2,
5,8,dempster,TBEU,2,3;2,3,9,5,108,0.000509,True,None,6480,0.105437,6,None,1278,0.014028,4,None,108,0.001173,2,
5,8,dempster,TBEU,2,2;3,2,4,3,48,0.000453,True,None,432,0.005602,4,None,228,0.002079,3,None,48,0.000419,2,
5,8,dempster,TBEU,2,2;3,2,4,3,48,0.000411,True,None,432,0.005354,4,None,228,0.002070,3,None,48,0.000415,2,
5,8,dempster,TBEU,2,2;3,3,9,5,108,0.000531,True,None,5328,0.093280,6,None,1308,0.013147,4,None,108,0.001224,2,
5,8,dempster,TBEU,2,2;3,3,9,5,108,0.000504,True,None,5544,0.090996,6,None,1266,0.013084,4,None,108,0.001589,2,
5,8,dempster,TBEU,2,3;3,2,4,3,72,0.000461,True,None,972,0.011694,4,None,396,0.003484,3,None,72,0.000521,2,
5,8,dempster,TBEU,2,3;3,2,4,2,72,0.000456,True,None,405,0.005223,4,None,360,0.003010,3,None,72,0.000476,2,
5,8,dempster,TBEU,2,3;3,3,9,5,162,0.000479,True,None,18711,0.308042,6,None,2088,0.019892,4,None,162,0.001388,2,
5,8,dempster,TBEU,2,3;3,3,9,5,162,0.000530,True,None,21870,0.323408,6,None,2070,0.019942,4,None,162,0.001416,2,
5,8,dempster,TBEU,3,2;2;2,2,8,5,192,0.000544,True,None,1920,0.039629,6,None,2848,0.035940,5,None,192,0.001960,3,
5,8,dempster,TBEU,3,2;2;2,2,8,5,192,0.000790,True,None,1920,0.037131,6,None,2928,0.032344,5,None,192,0.001990,3,
5,8,dempster,TBEU,3,2;2;2,3,22,5,648,0.000844,True,None,20480,0.517584,9,None,9808,0.134064,7,None,528,0.006016,3,
5,8,dempster,TBEU,3,2;2;2,3,22,5,648,0.000891,True,None,20480,0.514440,9,None,10968,0.155218,7,None,528,0.006134,3,
5,8,dempster,TBEU,3,3;2;2,2,8,4,288,0.000611,True,None,3456,0.073809,6,None,4668,0.056894,5,None,288,0.002400,3,
5,8,dempster,TBEU,3,3;2;2,2,8,5,288,0.000524,True,None,4320,0.075692,6,None,5448,0.059019,5,None,288,0.002867,3,
5,8,dempster,TBEU,3,3;2;2,3,20,5,972,0.000934,True,None,60480,1.342834,9,None,22080,0.287533,7,None,720,0.006472,3,
5,8,dempster,TBEU,3,3;2;2,3,20,5,972,0.000853,True,None,69120,1.612080,9,None,17880,0.218871,7,None,720,0.006596,3,
5,8,dempster,TBEU,3,2;3;2,2,8,5,288,0.000573,True,None,4320,0.095794,6,None,5664,0.072209,5,None,288,0.002529,3,
5,8,dempster,TBEU,3,2;3;2,2,8,5,288,0.000532,True,None,4320,0.085031,6,None,6144,0.077591,5,None,288,0.002499,3,
5,8,dempster,TBEU,3,2;3;2,3,21,5,972,0.000856,True,None,69120,1.628485,9,None,22968,0.321820,7,None,756,0.007555,3,
5,8,dempster,TBEU,3,2;3;2,3,23,5,972,0.000904,True,None,47232,1.201446,9,None,29592,0.417872,7,None,828,0.007671,3,
5,8,dempster,TBEU,3,3;3;2,2,8,4,432,0.000610,True,None,7776,0.169868,6,None,9900,0.122560,5,None,432,0.003169,3,
5,8,dempster,TBEU,3,3;3;2,2,8,5,432,0.000595,True,None,9720,0.198172,6,None,10404,0.124128,5,None,432,0.003221,3,
5,8,dempster,TBEU,3,3;3;2,3,21,5,1458,0.000894,True,None,262440,6.535775,9,None,59400,0.872316,7,None,1134,0.008871,3,
5,8,dempster,TBEU,3,3;3;2,3,22,5,1458,0.000940,True,None,262440,6.650768,9,None,50526,0.699576,7,None,1188,0.009995,3,
5,8,dempster,TBEU,3,2;2;3,2,8,5,288,0.000581,True,None,4320,0.096611,6,None,6564,0.092416,5,None,288,0.002507,3,
5,8,dempster,TBEU,3,2;2;3,2,8,5,288,0.000562,True,None,4320,0.091272,6,None,5880,0.087903,5,None,288,0.002497,3,
5,8,dempster,TBEU,3,2;2;3,3,20,5,972,0.000882,True,None,60480,1.569462,9,None,27204,0.412938,7,None,720,0.006749,3,
5,8,dempster,TBEU,3,2;2;3,3,22,5,972,0.000912,True,None,64224,1.662074,9,None,23148,0.326759,7,None,792,0.007384,3,
5,8,dempster,TBEU,3,3;2;3,2,8,5,432,0.000648,True,None,9720,0.214340,6,None,13122,0.170169,5,None,432,0.003335,3,
5,8,dempster,TBEU,3,3;2;3,2,8,5,432,0.000586,True,None,9720,0.183621,6,None,9018,0.107754,5,None,432,0.003227,3,
5,8,dempster,TBEU,3,3;2;3,3,21,5,1458,0.000946,True,None,262440,6.622167,9,None,52452,0.709402,7,None,1134,0.008901,3,
5,8,dempster,TBEU,3,3;2;3,3,25,5,1458,0.000939,True,None,262440,6.448489,9,None,55800,0.788450,7,None,1350,0.010656,3,
5,8,dempster,TBEU,3,2;3;3,2,8,5,432,0.000607,True,None,9720,0.211103,6,None,9918,0.123335,5,None,432,0.003225,3,
5,8,dempster,TBEU,3,2;3;3,2,8,5,432,0.000580,True,None,9720,0.228462,6,None,12870,0.157400,5,None,432,0.003221,3,
5,8,dempster,TBEU,3,2;3;3,3,20,5,1458,0.000883,True,None,225504,5.601734,9,None,55602,0.752925,7,None,1080,0.008348,3,
5,8,dempster,TBEU,3,2;3;3,3,23,5,1458,0.000951,True,None,196344,4.965096,9,None,57672,0.767567,7,None,1242,0.009758,3,
5,8,dempster,TBEU,3,3;3;3,2,8,5,648,0.000601,True,None,21870,0.471313,6,None,23247,0.280413,5,None,648,0.004319,3,
5,8,dempster,TBEU,3,3;3;3,2,8,5,648,0.000576,True,None,21870,0.441944,6,None,26406,0.301278,5,None,648,0.004325,3,
5,8,dempster,TBEU,3,3;3;3,3,24,5,2187,0.000970,True,None,761076,18.958874,9,None,145638,2.085167,7,None,1944,0.015030,3,
5,8,dempster,TBEU,3,3;3;3,3,21,5,2187,0.000931,True,None,885735,20.720147,9,None,127008,1.866275,7,None,1701,0.012085,3,
5,9,dempster,TBEU,2,2;2,2,4,2,32,0.000588,True,None,128,0.001736,4,None,112,0.001278,3,None,32,0.000326,2,
5,9,dempster,TBEU,2,2;2,2,4,2,32,0.000438,True,None,128,0.001775,4,None,112,0.001219,3,None,32,0.000354,2,
5,9,dempster,TBEU,2,2;2,3,9,5,72,0.000561,True,None,1920,0.033579,6,None,768,0.008482,4,None,72,0.001033,2,
5,9,dempster,TBEU,2,2;2,3,9,5,72,0.000523,True,None,1472,0.025094,6,None,544,0.006151,4,None,72,0.001256,2,
5,9,dempster,TBEU,2,3;2,2,4,2,48,0.000469,True,None,288,0.003829,4,None,204,0.001989,3,None,48,0.000390,2,
5,9,dempster,TBEU,2,3;2,2,4,2,48,0.000436,True,None,288,0.004162,4,None,204,0.001974,3,None,48,0.000407,2,
5,9,dempster,TBEU,2,3;2,3,8,5,108,0.000551,True,None,6480,0.112937,6,None,906,0.009166,4,None,96,0.001097,2,
5,9,dempster,TBEU,2,3;2,3,9,5,108,0.000542,True,None,5724,0.088495,6,None,1074,0.011046,4,None,108,0.001154,2,
5,9,dempster,TBEU,2,2;3,2,4,3,48,0.000492,True,None,432,0.006280,4,None,228,0.002091,3,None,48,0.000433,2,
5,9,dempster,TBEU,2,2;3,2,4,2,48,0.000526,True,None,288,0.003772,4,None,204,0.001864,3,None,48,0.000405,2,
5,9,dempster,TBEU,2,2;3,3,9,5,108,0.000530,True,None,6480,0.119611,6,None,1404,0.014773,4,None,108,0.001254,2,
5,9,dempster,TBEU,2,2;3,3,9,5,108,0.000542,True,None,6480,0.116164,6,None,1182,0.012126,4,None,108,0.001177,2,
5,9,dempster,TBEU,2,3;3,2,4,4,72,0.000428,True,None,1053,0.012498,4,None,396,0.003374,3,None,72,0.000548,2,
5,9,dempster,TBEU,2,3;3,2,4,4,72,0.000435,True,None,1296,0.015176,4,None,396,0.003378,3,None,72,0.000549,2,
5,9,dempster,TBEU,2,3;3,3,9,5,162,0.000493,True,None,21870,0.376941,6,None,2052,0.020260,4,None,162,0.001472,2,
5,9,dempster,TBEU,2,3;3,3,9,5,162,0.000537,True,None,21870,0.355039,6,None,2394,0.022558,4,None,162,0.001452,2,
5,9,dempster,TBEU,3,2;2;2,2,8,5,192,0.000565,True,None,1920,0.041743,6,None,3096,0.040657,5,None,192,0.002082,3,
5,9,dempster,TBEU,3,2;2;2,2,8,4,192,0.000757,True,None,1536,0.035145,6,None,2568,0.034465,5,None,192,0.001941,3,
5,9,dempster,TBEU,3,2;2;2,3,24,5,648,0.000928,True,None,15360,0.422369,9,None,10912,0.174461,7,None,576,0.006757,3,
5,9,dempster,TBEU,3,2;2;2,3,25,5,648,0.000872,True,None,23040,0.618043,9,None,11216,0.171627,7,None,600,0.007229,3,
5,9,dempster,TBEU,3,3;2;2,2,8,4,288,0.000602,True,None,2832,0.071016,6,None,4512,0.061142,5,None,288,0.002462,3,
5,9,dempster,TBEU,3,3;2;2,2,8,5,288,0.000580,True,None,4320,0.097824,6,None,7476,0.097546,5,None,288,0.002898,3,
5,9,dempster,TBEU,3,3;2;2,3,22,5,972,0.001587,True,None,55584,1.428970,9,None,21996,0.285019,7,None,792,0.007490,3,
5,9,dempster,TBEU,3,3;2;2,3,23,5,972,0.000927,True,None,77760,2.086568,9,None,31164,0.450478,7,None,828,0.007909,3,
5,9,dempster,TBEU,3,2;3;2,2,8,5,288,0.000691,True,None,4320,0.101589,6,None,5388,0.073620,5,None,288,0.002503,3,
5,9,dempster,TBEU,3,2;3;2,2,8,5,288,0.000569,True,None,4320,0.098956,6,None,7380,0.093182,5,None,288,0.002551,3,
5,9,dempster,TBEU,3,2;3;2,3,22,5,972,0.000925,True,None,69120,1.909792,9,None,30516,0.466159,7,None,792,0.007598,3,
5,9,dempster,TBEU,3,2;3;2,3,21,5,972,0.000974,True,None,77760,2.011803,9,None,25956,0.363081,7,None,756,0.007047,3,
5,9,dempster,TBEU,3,3;3;2,2,8,5,432,0.000687,True,None,9720,0.204024,6,None,12384,0.147329,5,None,432,0.003194,3,
5,9,dempster,TBEU,3,3;3;2,2,8,4,432,0.000674,True,None,7776,0.173071,6,None,10458,0.129303,5,None,432,0.003165,3,
5,9,dempster,TBEU,3,3;3;2,3,22,5,1458,0.000869,True,None,225504,5.754267,9,None,70632,1.056764,7,None,1188,0.009417,3,
5,9,dempster,TBEU,3,3;3;2,3,22,5,1458,0.001003,True,None,233280,6.488147,9,None,75510,1.136807,7,None,1188,0.009520,3,
5,9,dempster,TBEU,3,2;2;3,2,8,5,288,0.000632,True,None,4320,0.096193,6,None,6192,0.080028,5,None,288,0.002535,3,
5,9,dempster,TBEU,3,2;2;3,2,8,5,288,0.000572,True,None,4320,0.101693,6,None,7464,0.097326,5,None,288,0.002975,3,
5,9,dempster,TBEU,3,2;2;3,3,23,5,972,0.001045,True,None,58176,1.577518,9,None,22920,0.339864,7,None,828,0.007867,3,
5,9,dempster,TBEU,3,2;2;3,3,23,5,972,0.000944,True,None,77760,2.065939,9,None,29436,0.423483,7,None,828,0.008035,3,
5,9,dempster,TBEU,3,3;2;3,2,8,5,432,0.000593,True,None,9720,0.231462,6,None,13716,0.177108,5,None,432,0.003322,3,
5,9,dempster,TBEU,3,3;2;3,2,8,5,432,0.000588,True,None,9720,0.219794,6,None,13698,0.165850,5,None,432,0.003319,3,
5,9,dempster,TBEU,3,3;2;3,3,22,5,1458,0.000897,True,None,188568,5.254624,9,None,66654,1.014773,7,None,1188,0.009675,3,
5,9,dempster,TBEU,3,3;2;3,3,23,5,1458,0.001014,True,None,188568,5.522222,9,None,66276,1.043516,7,None,1242,0.010012,3,
5,9,dempster,TBEU,3,2;3;3,2,8,5,432,0.000657,True,None,9720,0.224067,6,None,13014,0.154558,5,None,432,0.003335,3,
5,9,dempster,TBEU,3,2;3;3,2,8,5,432,0.000575,True,None,9720,0.222360,6,None,10782,0.141551,5,None,432,0.003225,3,
5,9,dempster,TBEU,3,2;3;3,3,22,5,1458,0.000903,True,None,233280,5.850352,9,None,40518,0.553285,6,None,1188,0.009540,3,
5,9,dempster,TBEU,3,2;3;3,3,20,5,1458,0.000921,True,None,188568,4.765875,9,None,53244,0.835952,7,None,1080,0.008733,3,
5,9,dempster,TBEU,3,3;3;3,2,8,4,648,0.000654,True,None,17496,0.427576,6,None,21951,0.280830,5,None,648,0.004335,3,
5,9,dempster,TBEU,3,3;3;3,2,8,5,648,0.000665,True,None,21870,0.517067,6,None,21303,0.274040,5,None,648,0.004430,3,
5,9,dempster,TBEU,3,3;3;3,3,23,5,2187,0.000968,True,None,636417,17.023583,9,None,136566,2.246469,7,None,1863,0.013422,3,
5,9,dempster,TBEU,3,3;3;3,3,21,5,2187,0.000941,True,None,885735,24.858309,9,None,198450,3.010591,7,None,1701,0.012713,3,
