n_focals,k_add,cond,xeu,n_p,n_a,n_t,n_fod,n_focals2,belg_size,belg_time,proper_belg,dt_ok,dt_size,dt_time,dt_max_lg,ct_ok,ct_size,ct_time,ct_max_lg,tt_ok,tt_size,tt_time,tt_max_lg
7,7,dempster,TBEU,3,2;3;3,2,8,7,432,0.000707,True,None,13608,0.271825,6,None,12402,0.146324,5,None,432,0.003531,3,
7,7,dempster,TBEU,3,2;3;3,2,8,7,432,0.000733,True,None,13608,0.296196,6,None,14814,0.183508,5,None,432,0.004905,3,
7,7,dempster,TBEU,3,2;3;3,3,20,7,1458,0.002212,True,None,247860,5.981460,9,None,76896,1.102019,7,None,1080,0.009295,3,
7,7,dempster,TBEU,3,2;3;3,3,23,7,1458,0.001898,True,None,301320,7.363020,9,None,64386,0.919675,7,None,1242,0.010658,3,
7,7,dempster,TBEU,3,3;3;3,2,8,7,648,0.000824,True,None,27459,0.606908,6,None,28593,0.363878,5,None,648,0.004617,3,
7,7,dempster,TBEU,3,3;3;3,2,8,7,648,0.000727,True,None,30618,0.654227,6,None,31590,0.379867,5,None,648,0.004570,3,
7,7,dempster,TBEU,3,3;3;3,3,24,7,2187,0.001137,True,None,1115370,26.725502,9,None,155277,2.286444,7,None,1944,0.014968,3,
7,7,dempster,TBEU,3,3;3;3,3,23,7,2187,0.001078,True,None,828873,19.511393,9,None,141345,2.167647,7,None,1863,0.014274,3,
7,8,dempster,TBEU,2,2;2,2,4,2,32,0.000669,True,None,128,0.001831,4,None,112,0.001264,3,None,32,0.000345,2,
7,8,dempster,TBEU,2,2;2,2,4,2,32,0.000709,True,None,128,0.001898,4,None,112,0.001180,3,None,32,0.000324,2,
7,8,dempster,TBEU,2,2;2,3,9,7,72,0.000660,True,None,2464,0.045109,6,None,640,0.007646,4,None,72,0.001093,2,
7,8,dempster,TBEU,2,2;2,3,9,7,72,0.000639,True,None,1920,0.033456,6,None,608,0.007203,4,None,72,0.001118,2,
7,8,dempster,TBEU,2,3;2,2,4,5,48,0.000571,True,None,612,0.007729,4,None,228,0.002244,3,None,48,0.000490,2,
7,8,dempster,TBEU,2,3;2,2,4,4,48,0.000606,True,None,576,0.007368,4,None,228,0.002171,3,None,48,0.000524,2,
7,8,dempster,TBEU,2,3;2,3,9,7,108,0.000671,True,None,9072,0.155495,6,None,1404,0.014682,4,None,108,0.001655,2,
7,8,dempster,TBEU,2,3;2,3,9,7,108,0.000812,True,None,9072,0.166984,6,None,1410,0.014802,4,None,108,0.001302,2,
7,8,dempster,TBEU,2,2;3,2,4,4,48,0.000622,True,None,576,0.007589,4,None,228,0.002229,3,None,48,0.000530,2,
7,8,dempster,TBEU,2,2;3,2,4,4,48,0.000596,True,None,576,0.007247,4,None,228,0.002278,3,None,48,0.000482,2,
7,8,dempster,TBEU,2,2;3,3,9,7,108,0.000655,True,None,7380,0.132225,6,None,1224,0.018299,4,None,108,0.001765,2,
7,8,dempster,TBEU,2,2;3,3,9,7,108,0.000649,True,None,7560,0.130134,6,None,1266,0.013120,4,None,108,0.001269,2,
7,8,dempster,TBEU,2,3;3,2,4,3,72,0.000626,True,None,972,0.012105,4,None,396,0.003322,3,None,72,0.000550,2,
7,8,dempster,TBEU,2,3;3,2,4,2,72,0.000619,True,None,648,0.008298,4,None,360,0.003103,3,None,72,0.000524,2,
7,8,dempster,TBEU,2,3;3,3,9,7,162,0.000661,True,None,21141,0.401123,6,None,3042,0.030791,4,None,162,0.001505,2,
7,8,dempster,TBEU,2,3;3,3,9,7,162,0.000747,True,None,27459,0.483851,6,None,2817,0.027943,4,None,162,0.001529,2,
7,8,dempster,TBEU,3,2;2;2,2,8,7,192,0.000768,True,None,2688,0.059229,6,None,4776,0.062576,5,None,192,0.002290,3,
7,8,dempster,TBEU,3,2;2;2,2,8,7,192,0.000751,True,None,2688,0.062563,6,None,4112,0.055235,5,None,192,0.002391,3,
7,8,dempster,TBEU,3,2;2;2,3,24,7,648,0.001137,True,None,24576,0.655297,9,None,10368,0.147240,6,None,576,0.007342,3,
7,8,dempster,TBEU,3,2;2;2,3,22,7,648,0.001194,True,None,22016,0.569039,9,None,11576,0.171322,7,None,528,0.006701,3,
7,8,dempster,TBEU,3,3;2;2,2,8,7,288,0.000738,True,None,6048,0.131813,6,None,7560,0.095706,5,None,288,0.002763,3,
7,8,dempster,TBEU,3,3;2;2,2,8,7,288,0.000805,True,None,6048,0.142412,6,None,8616,0.111001,5,None,288,0.002747,3,
7,8,dempster,TBEU,3,3;2;2,3,23,7,972,0.001198,True,None,97920,2.591556,9,None,28800,0.448375,7,None,828,0.008728,3,
7,8,dempster,TBEU,3,3;2;2,3,22,7,972,0.001117,True,None,47520,1.206249,9,None,26892,0.379528,7,None,792,0.008042,3,
7,8,dempster,TBEU,3,2;3;2,2,8,7,288,0.000789,True,None,6048,0.130344,6,None,8160,0.106661,5,None,288,0.002826,3,
7,8,dempster,TBEU,3,2;3;2,2,8,7,288,0.000772,True,None,6048,0.139922,6,None,6468,0.086971,5,None,288,0.002775,3,
7,8,dempster,TBEU,3,2;3;2,3,24,7,972,0.001149,True,None,89280,2.448920,9,None,41556,0.698089,7,None,864,0.009111,3,
7,8,dempster,TBEU,3,2;3;2,3,24,7,972,0.001112,True,None,91584,2.354271,9,None,25896,0.411245,7,None,864,0.009008,3,
7,8,dempster,TBEU,3,3;3;2,2,8,7,432,0.000736,True,None,13608,0.289860,6,None,14634,0.181524,5,None,432,0.003422,3,
7,8,dempster,TBEU,3,3;3;2,2,8,6,432,0.000791,True,None,11664,0.267957,6,None,11988,0.155910,5,None,432,0.003444,3,
7,8,dempster,TBEU,3,3;3;2,3,24,7,1458,0.001136,True,None,338256,8.741516,9,None,91530,1.370948,7,None,1296,0.011400,3,
7,8,dempster,TBEU,3,3;3;2,3,23,7,1458,0.001120,True,None,243000,6.074570,9,None,78804,1.210750,7,None,1242,0.010587,3,
7,8,dempster,TBEU,3,2;2;3,2,8,7,288,0.000767,True,None,6048,0.136568,6,None,7488,0.096372,5,None,288,0.002772,3,
7,8,dempster,TBEU,3,2;2;3,2,8,7,288,0.000773,True,None,6048,0.145117,6,None,9792,0.125910,5,None,288,0.002753,3,
7,8,dempster,TBEU,3,2;2;3,3,25,7,972,0.001158,True,None,80640,2.165019,9,None,34752,0.538769,7,None,900,0.010026,3,
7,8,dempster,TBEU,3,2;2;3,3,24,7,972,0.001203,True,None,91584,2.424696,9,None,39612,0.565871,7,None,864,0.008951,3,
7,8,dempster,TBEU,3,3;2;3,2,8,7,432,0.000781,True,None,12204,0.257892,6,None,13914,0.168850,5,None,432,0.003326,3,
7,8,dempster,TBEU,3,3;2;3,2,8,7,432,0.000828,True,None,13608,0.301118,6,None,17820,0.218910,5,None,432,0.003517,3,
7,8,dempster,TBEU,3,3;2;3,3,23,7,1458,0.001144,True,None,367416,9.381212,9,None,65880,0.938226,7,None,1242,0.010665,3,
7,8,dempster,TBEU,3,3;2;3,3,21,7,1458,0.001123,True,None,247860,6.582497,9,None,68508,1.015133,7,None,1134,0.009553,3,
7,8,dempster,TBEU,3,2;3;3,2,8,7,432,0.000771,True,None,13608,0.306983,6,None,12024,0.146743,5,None,432,0.003449,3,
7,8,dempster,TBEU,3,2;3;3,2,8,7,432,0.000740,True,None,13608,0.280365,6,None,14688,0.180611,5,None,432,0.007648,3,
7,8,dempster,TBEU,3,2;3;3,3,26,7,1458,0.001165,True,None,293544,7.181566,9,None,71676,1.041734,7,None,1404,0.012089,3,
7,8,dempster,TBEU,3,2;3;3,3,27,7,1458,0.001168,True,None,367416,9.701772,9,None,77886,1.071320,7,None,1458,0.012745,3,
7,8,dempster,TBEU,3,3;3;3,2,8,7,648,0.000753,True,None,30618,0.663639,6,None,23247,0.280368,5,None,648,0.004609,3,
7,8,dempster,TBEU,3,3;3;3,2,8,7,648,0.000779,True,None,30618,0.721747,6,None,26568,0.325024,5,None,648,0.004585,3,
7,8,dempster,TBEU,3,3;3;3,3,25,7,2187,0.001158,True,None,990711,25.710286,9,None,172449,2.822269,7,None,2025,0.015092,3,
7,8,dempster,TBEU,3,3;3;3,3,22,7,2187,0.001132,True,None,942597,23.471876,9,None,139563,2.145300,7,None,1782,0.014692,3,
7,9,dempster,TBEU,2,2;2,2,4,1,32,0.000755,True,None,64,0.001094,4,None,96,0.001131,3,None,32,0.000344,2,
7,9,dempster,TBEU,2,2;2,2,4,3,32,0.000654,True,None,192,0.002803,4,None,128,0.001471,3,None,32,0.000390,2,
7,9,dempster,TBEU,2,2;2,3,9,7,72,0.000760,True,None,2464,0.046573,6,None,688,0.008366,4,None,72,0.001171,2,
7,9,dempster,TBEU,2,2;2,3,9,7,72,0.000768,True,None,2688,0.053048,6,None,728,0.009185,4,None,72,0.001228,2,
7,9,dempster,TBEU,2,3;2,2,4,2,48,0.000697,True,None,288,0.003981,4,None,204,0.001977,3,None,48,0.000434,2,
7,9,dempster,TBEU,2,3;2,2,4,5,48,0.000605,True,None,720,0.009347,4,None,228,0.002377,3,None,48,0.000516,2,
7,9,dempster,TBEU,2,3;2,3,9,7,108,0.000727,True,None,9072,0.170213,6,None,1626,0.018225,4,None,108,0.001370,2,
7,9,dempster,TBEU,2,3;2,3,9,7,108,0.000784,True,None,9072,0.181822,6,None,1452,0.016428,4,None,108,0.001411,2,
7,9,dempster,TBEU,2,2;3,2,4,3,48,0.000678,True,None,432,0.005862,4,None,228,0.002235,3,None,48,0.000466,2,
7,9,dempster,TBEU,2,2;3,2,4,2,48,0.000649,True,None,288,0.004042,4,None,204,0.002012,3,None,48,0.000435,2,
7,9,dempster,TBEU,2,2;3,3,9,7,108,0.000710,True,None,8136,0.152609,6,None,1362,0.014835,4,None,108,0.001420,2,
7,9,dempster,TBEU,2,2;3,3,9,7,108,0.000766,True,None,7920,0.153460,6,None,1374,0.015223,4,None,108,0.001410,2,
7,9,dempster,TBEU,2,3;3,2,4,3,72,0.000681,True,None,972,0.013083,4,None,396,0.003906,3,None,72,0.000607,2,
7,9,dempster,TBEU,2,3;3,2,4,2,72,0.000717,True,None,648,0.008915,4,None,360,0.003436,3,None,72,0.000679,2,
7,9,dempster,TBEU,2,3;3,3,9,7,162,0.000958,True,None,30618,0.582120,6,None,3204,0.031654,4,None,162,0.001547,2,
7,9,dempster,TBEU,2,3;3,3,9,7,162,0.000703,True,None,26568,0.472076,6,None,2601,0.025673,4,None,162,0.001510,2,
7,9,dempster,TBEU,3,2;2;2,2,8,7,192,0.000766,True,None,2688,0.059253,6,None,3912,0.051593,5,None,192,0.002298,3,
7,9,dempster,TBEU,3,2;2;2,2,8,7,192,0.000806,True,None,2688,0.067191,6,None,3984,0.055609,5,None,192,0.002316,3,
7,9,dempster,TBEU,3,2;2;2,3,26,7,648,0.001214,True,None,24576,0.721417,9,None,18008,0.282863,7,None,624,0.008098,3,
7,9,dempster,TBEU,3,2;2;2,3,24,7,648,0.001153,True,None,24576,0.660706,9,None,15256,0.225869,7,None,576,0.007266,3,
7,9,dempster,TBEU,3,3;2;2,2,8,7,288,0.000771,True,None,6048,0.140848,6,None,9276,0.120195,5,None,288,0.002766,3,
7,9,dempster,TBEU,3,3;2;2,2,8,7,288,0.000765,True,None,6048,0.138191,6,None,9000,0.117562,5,None,288,0.002744,3,
7,9,dempster,TBEU,3,3;2;2,3,25,7,972,0.001167,True,None,108864,2.989010,9,None,44088,0.673406,7,None,900,0.009128,3,
7,9,dempster,TBEU,3,3;2;2,3,25,7,972,0.001115,True,None,95328,2.768195,9,None,39900,0.641001,7,None,900,0.009955,3,
7,9,dempster,TBEU,3,2;3;2,2,8,7,288,0.000817,True,None,6048,0.153665,6,None,8052,0.111483,5,None,288,0.002854,3,
7,9,dempster,TBEU,3,2;3;2,2,8,7,288,0.000806,True,None,6048,0.148018,6,None,9228,0.123087,5,None,288,0.002825,3,
7,9,dempster,TBEU,3,2;3;2,3,26,7,972,0.001215,True,None,100224,2.807156,9,None,44832,0.694391,7,None,936,0.010160,3,
7,9,dempster,TBEU,3,2;3;2,3,25,7,972,0.001223,True,None,72000,2.067029,9,None,34176,0.525603,7,None,900,0.009616,3,
7,9,dempster,TBEU,3,3;3;2,2,8,7,432,0.000818,True,None,13608,0.314801,6,None,16308,0.210981,5,None,432,0.003450,3,
7,9,dempster,TBEU,3,3;3;2,2,8,7,432,0.000787,True,None,12474,0.301357,6,None,14526,0.185429,5,None,432,0.003371,3,
7,9,dempster,TBEU,3,3;3;2,3,25,7,1458,0.001163,True,None,330480,9.207637,9,None,101502,1.513777,7,None,1350,0.011781,3,
7,9,dempster,TBEU,3,3;3;2,3,23,7,1458,0.001295,True,None,338256,9.546846,9,None,100080,1.619723,7,None,1242,0.010829,3,
7,9,dempster,TBEU,3,2;2;3,2,8,7,288,0.000768,True,None,6048,0.127755,6,None,7128,0.086601,5,None,288,0.002707,3,
7,9,dempster,TBEU,3,2;2;3,2,8,7,288,0.000777,True,None,6048,0.146141,6,None,8304,0.109452,5,None,288,0.002818,3,
7,9,dempster,TBEU,3,2;2;3,3,24,7,972,0.001195,True,None,108864,3.000128,9,None,45348,0.693671,7,None,864,0.008743,3,
7,9,dempster,TBEU,3,2;2;3,3,25,7,972,0.001138,True,None,100224,2.754870,9,None,30480,0.495657,7,None,900,0.009724,3,
7,9,dempster,TBEU,3,3;2;3,2,8,7,432,0.000811,True,None,13608,0.332051,6,None,15624,0.202120,5,None,432,0.003648,3,
7,9,dempster,TBEU,3,3;2;3,2,8,7,432,0.000800,True,None,13608,0.326217,6,None,16020,0.213497,5,None,432,0.003595,3,
7,9,dempster,TBEU,3,3;2;3,3,26,7,1458,0.001190,True,None,338256,9.036384,9,None,91512,1.451655,7,None,1404,0.012607,3,
7,9,dempster,TBEU,3,3;2;3,3,26,7,1458,0.001206,True,None,293544,7.938261,9,None,69408,1.044219,7,None,1404,0.012028,3,
7,9,dempster,TBEU,3,2;3;3,2,8,6,432,0.000961,True,None,11664,0.271280,6,None,11520,0.154299,5,None,432,0.003502,3,
7,9,dempster,TBEU,3,2;3;3,2,8,7,432,0.000789,True,None,13608,0.309015,6,None,14004,0.172183,5,None,432,0.003485,3,
7,9,dempster,TBEU,3,2;3;3,3,25,7,1458,0.001162,True,None,263412,7.132538,9,None,78660,1.241484,7,None,1350,0.012000,3,
7,9,dempster,TBEU,3,2;3;3,3,25,7,1458,0.001246,True,None,338256,9.239070,9,None,109512,1.700353,7,None,1350,0.011966,3,
7,9,dempster,TBEU,3,3;3;3,2,8,7,648,0.000794,True,None,30618,0.757107,6,None,35964,0.470005,5,None,648,0.004722,3,
7,9,dempster,TBEU,3,3;3;3,2,8,7,648,0.000811,True,None,30618,0.748403,6,None,33534,0.436125,5,None,648,0.004805,3,
7,9,dempster,TBEU,3,3;3;3,3,26,7,2187,0.001217,True,None,1115370,31.781562,9,None,265356,3.991965,7,None,2106,0.017093,3,
7,9,dempster,TBEU,3,3;3;3,3,25,7,2187,0.001202,True,None,990711,26.917208,9,None,156654,2.329175,7,None,2025,0.015604,3,
7,10,dempster,TBEU,2,2;2,2,4,1,32,0.000706,True,None,64,0.000994,4,None,96,0.001034,3,None,32,0.000304,2,
7,10,dempster,TBEU,2,2;2,2,4,1,32,0.000637,True,None,64,0.001023,4,None,96,0.000993,3,None,32,0.000294,2,
7,10,dempster,TBEU,2,2;2,3,9,7,72,0.000745,True,None,2688,0.047797,6,None,800,0.009153,4,None,72,0.001128,2,
7,10,dempster,TBEU,2,2;2,3,9,7,72,0.000703,True,None,2688,0.053619,6,None,768,0.008961,4,None,72,0.001144,2,
7,10,dempster,TBEU,2,3;2,2,4,2,48,0.000665,True,None,288,0.003751,4,None,204,0.001875,3,None,48,0.000415,2,
7,10,dempster,TBEU,2,3;2,2,4,3,48,0.000610,True,None,432,0.005522,4,None,228,0.002119,3,None,48,0.000439,2,
7,10,dempster,TBEU,2,3;2,3,9,7,108,0.000713,True,None,8136,0.152465,6,None,1668,0.017517,4,None,108,0.001313,2,
7,10,dempster,TBEU,2,3;2,3,9,7,108,0.000734,True,None,8316,0.161570,6,None,1410,0.015178,4,None,108,0.001316,2,
7,10,dempster,TBEU,2,2;3,2,4,3,48,0.000648,True,None,432,0.005638,4,None,228,0.002242,3,None,48,0.000445,2,
7,10,dempster,TBEU,2,2;3,2,4,1,48,0.000686,True,None,144,0.002091,4,None,180,0.001775,3,None,48,0.000390,2,
7,10,dempster,TBEU,2,2;3,3,9,7,108,0.000699,True,None,9072,0.169189,6,None,1314,0.014134,4,None,108,0.001329,2,
7,10,dempster,TBEU,2,2;3,3,9,7,108,0.000775,True,None,9072,0.179695,6,None,1668,0.018952,4,None,108,0.001372,2,
7,10,dempster,TBEU,2,3;3,2,4,3,72,0.000661,True,None,972,0.012208,4,None,360,0.003210,3,None,72,0.000557,2,
7,10,dempster,TBEU,2,3;3,2,4,3,72,0.000624,True,None,972,0.011924,4,None,396,0.003396,3,None,72,0.000595,2,
7,10,dempster,TBEU,2,3;3,3,9,7,162,0.000716,True,None,30618,0.567000,6,None,3006,0.029558,4,None,162,0.001565,2,
7,10,dempster,TBEU,2,3;3,3,9,7,162,0.000752,True,None,30618,0.590003,6,None,2988,0.030314,4,None,162,0.001519,2,
7,10,dempster,TBEU,3,2;2;2,2,8,5,192,0.000877,True,None,1920,0.047768,6,None,3344,0.047366,5,None,192,0.002133,3,
7,10,dempster,TBEU,3,2;2;2,2,8,7,192,0.000830,True,None,2464,0.060762,6,None,3648,0.050845,5,None,192,0.002214,3,
7,10,dempster,TBEU,3,2;2;2,3,26,7,648,0.001185,True,None,29696,0.882580,9,None,17832,0.287836,7,None,624,0.008380,3,
7,10,dempster,TBEU,3,2;2;2,3,26,7,648,0.001194,True,None,32256,0.938779,9,None,17400,0.265115,7,None,624,0.008279,3,
7,10,dempster,TBEU,3,3;2;2,2,8,7,288,0.000776,True,None,6048,0.136379,6,None,8220,0.105768,5,None,288,0.002764,3,
7,10,dempster,TBEU,3,3;2;2,2,8,7,288,0.000778,True,None,6048,0.143582,6,None,8100,0.106897,5,None,288,0.002780,3,
7,10,dempster,TBEU,3,3;2;2,3,26,7,972,0.001198,True,None,100224,2.958628,9,None,42540,0.714190,7,None,936,0.009918,3,
7,10,dempster,TBEU,3,3;2;2,3,25,7,972,0.001198,True,None,100224,2.847016,9,None,48936,0.764837,7,None,900,0.009542,3,
7,10,dempster,TBEU,3,2;3;2,2,8,7,288,0.000802,True,None,6048,0.158958,6,None,8784,0.122496,5,None,288,0.002815,3,
7,10,dempster,TBEU,3,2;3;2,2,8,7,288,0.000834,True,None,6048,0.155223,6,None,7836,0.106747,5,None,288,0.002849,3,
7,10,dempster,TBEU,3,2;3;2,3,24,7,972,0.001247,True,None,108864,3.410288,9,None,57216,0.978473,7,None,864,0.009301,3,
7,10,dempster,TBEU,3,2;3;2,3,23,7,972,0.001191,True,None,89280,2.615335,9,None,45696,0.750150,7,None,828,0.008666,3,
7,10,dempster,TBEU,3,3;3;2,2,8,6,432,0.000843,True,None,11664,0.284657,6,None,15714,0.206589,5,None,432,0.003391,3,
7,10,dempster,TBEU,3,3;3;2,2,8,7,432,0.000784,True,None,12204,0.289428,6,None,17586,0.226288,5,None,432,0.003566,3,
7,10,dempster,TBEU,3,3;3;2,3,26,7,1458,0.001290,True,None,367416,11.544512,9,None,149202,2.459688,7,None,1404,0.012691,3,
7,10,dempster,TBEU,3,3;3;2,3,26,7,1458,0.001261,True,None,301320,9.158401,9,None,110988,1.854297,7,None,1404,0.012469,3,
7,10,dempster,TBEU,3,2;2;3,2,8,7,288,0.000815,True,None,6048,0.150292,6,None,8184,0.110537,5,None,288,0.002819,3,
7,10,dempster,TBEU,3,2;2;3,2,8,7,288,0.000809,True,None,6048,0.138201,6,None,7104,0.092984,5,None,288,0.002730,3,
7,10,dempster,TBEU,3,2;2;3,3,25,7,972,0.001213,True,None,108864,3.171178,9,None,47376,0.774822,7,None,900,0.009413,3,
7,10,dempster,TBEU,3,2;2;3,3,26,7,972,0.001199,True,None,96336,2.712529,9,None,38772,0.609976,7,None,936,0.009950,3,
7,10,dempster,TBEU,3,3;2;3,2,8,6,432,0.000829,True,None,11664,0.267299,6,None,13464,0.173901,5,None,432,0.003476,3,
7,10,dempster,TBEU,3,3;2;3,2,8,7,432,0.000809,True,None,13608,0.318148,6,None,16974,0.221711,5,None,432,0.003515,3,
7,10,dempster,TBEU,3,3;2;3,3,27,7,1458,0.001205,True,None,330480,10.270817,9,None,120222,1.998915,7,None,1458,0.013212,3,
7,10,dempster,TBEU,3,3;2;3,3,26,7,1458,0.001220,True,None,309096,9.506291,9,None,128268,1.951813,7,None,1404,0.012777,3,
7,10,dempster,TBEU,3,2;3;3,2,8,7,432,0.000897,True,None,13608,0.333010,6,None,17856,0.223508,5,None,432,0.003418,3,
7,10,dempster,TBEU,3,2;3;3,2,8,7,432,0.000775,True,None,13608,0.304551,6,None,17712,0.224149,5,None,432,0.003450,3,
7,10,dempster,TBEU,3,2;3;3,3,26,7,1458,0.001224,True,None,256608,8.024374,9,None,107568,1.774676,7,None,1404,0.013355,3,
7,10,dempster,TBEU,3,2;3;3,3,22,7,1458,0.001279,True,None,330480,10.384949,9,None,119862,1.920535,7,None,1188,0.010820,3,
7,10,dempster,TBEU,3,3;3;3,2,8,7,648,0.000839,True,None,30618,0.736936,6,None,34344,0.443465,5,None,648,0.004750,3,
7,10,dempster,TBEU,3,3;3;3,2,8,7,648,0.000818,True,None,30618,0.784244,6,None,33939,0.461125,5,None,648,0.004686,3,
7,10,dempster,TBEU,3,3;3;3,3,26,7,2187,0.001238,True,None,1240029,37.188939,9,None,328131,5.245477,7,None,2106,0.016712,3,
7,10,dempster,TBEU,3,3;3;3,3,26,7,2187,0.001414,True,None,1115370,32.676161,9,None,278883,4.254177,7,None,2106,0.016278,3,
8,2,dempster,TBEU,2,2;2,2,4,5,32,0.000521,True,None,144,0.001560,4,None,104,0.001179,3,None,32,0.000381,2,
8,2,dempster,TBEU,2,2;2,2,4,4,32,0.000465,True,None,64,0.000825,3,None,80,0.000924,3,None,32,0.000650,2,
8,2,dempster,TBEU,2,2;2,3,7,8,72,0.000568,True,None,472,0.004738,4,None,80,0.001167,3,None,56,0.000763,2,
8,2,dempster,TBEU,2,2;2,3,6,6,72,0.000546,True,None,264,0.002723,4,None,120,0.001407,3,None,48,0.000592,2,
8,2,dempster,TBEU,2,3;2,2,4,5,48,0.000472,True,None,390,0.003628,4,None,138,0.001376,3,None,48,0.000462,2,
8,2,dempster,TBEU,2,3;2,2,4,7,48,0.000452,True,None,324,0.003100,4,None,192,0.001872,3,None,48,0.000487,2,
8,2,dempster,TBEU,2,3;2,3,7,6,108,0.000541,True,None,576,0.005366,4,None,228,0.002166,3,None,84,0.000818,2,
8,2,dempster,TBEU,2,3;2,3,6,8,108,0.000513,True,None,558,0.005258,4,None,162,0.001675,3,None,72,0.000739,2,
8,2,dempster,TBEU,2,2;3,2,4,6,48,0.000463,True,None,336,0.003309,4,None,228,0.002181,3,None,48,0.000484,2,
8,2,dempster,TBEU,2,2;3,2,4,5,48,0.000449,True,None,276,0.002640,4,None,156,0.001488,3,None,48,0.000455,2,
8,2,dempster,TBEU,2,2;3,3,8,8,108,0.000525,True,None,582,0.005544,4,None,222,0.002211,3,None,96,0.000999,2,
8,2,dempster,TBEU,2,2;3,3,8,8,108,0.000531,True,None,474,0.004693,4,None,258,0.002490,3,None,96,0.000992,2,
8,2,dempster,TBEU,2,3;3,2,4,7,72,0.000474,True,None,927,0.008240,4,None,315,0.002759,3,None,72,0.000604,2,
8,2,dempster,TBEU,2,3;3,2,4,6,72,0.000450,True,None,540,0.004905,4,None,234,0.002153,3,None,72,0.000584,2,
8,2,dempster,TBEU,2,3;3,3,8,7,162,0.000572,True,None,1233,0.010986,4,None,387,0.003493,3,None,144,0.001184,2,
8,2,dempster,TBEU,2,3;3,3,8,6,162,0.000590,True,None,1215,0.010830,4,None,387,0.003338,3,None,144,0.001183,2,
8,2,dempster,TBEU,3,2;2;2,2,7,7,192,0.000601,True,None,864,0.010623,6,None,648,0.006964,5,None,168,0.001806,3,
8,2,dempster,TBEU,3,2;2;2,2,7,7,192,0.000579,True,None,960,0.011488,6,None,744,0.007869,5,None,168,0.001781,3,
8,2,dempster,TBEU,3,2;2;2,3,12,8,648,0.000894,True,None,1400,0.016359,6,None,896,0.009366,5,None,288,0.003249,3,
8,2,dempster,TBEU,3,2;2;2,3,12,8,648,0.000949,True,None,1216,0.014931,6,None,1120,0.011585,5,None,288,0.003162,3,
8,2,dempster,TBEU,3,3;2;2,2,6,8,288,0.000580,True,None,1764,0.019804,6,None,1008,0.010001,5,None,216,0.001932,3,
8,2,dempster,TBEU,3,3;2;2,2,7,8,288,0.000558,True,None,1140,0.013610,5,None,1356,0.013292,5,None,252,0.002288,3,
8,2,dempster,TBEU,3,3;2;2,3,12,8,972,0.000907,True,None,2256,0.026302,6,None,1824,0.018228,5,None,432,0.003983,3,
8,2,dempster,TBEU,3,3;2;2,3,13,8,972,0.000957,True,None,2040,0.024395,5,None,2508,0.024919,5,None,468,0.004356,3,
8,2,dempster,TBEU,3,2;3;2,2,7,7,288,0.000613,True,None,2100,0.024848,6,None,1452,0.014864,5,None,252,0.002524,3,
8,2,dempster,TBEU,3,2;3;2,2,7,6,288,0.000647,True,None,2712,0.031457,6,None,1236,0.012463,5,None,252,0.002240,3,
8,2,dempster,TBEU,3,2;3;2,3,15,8,972,0.000967,True,None,2736,0.031762,6,None,2412,0.026196,5,None,540,0.005049,3,
8,2,dempster,TBEU,3,2;3;2,3,11,8,972,0.000963,True,None,4308,0.048949,6,None,1212,0.011970,5,None,396,0.003639,3,
8,2,dempster,TBEU,3,3;3;2,2,7,8,432,0.000602,True,None,2142,0.027611,5,None,2466,0.024219,5,None,378,0.003004,3,
8,2,dempster,TBEU,3,3;3;2,2,7,8,432,0.000617,True,None,6534,0.073311,6,None,2970,0.031378,5,None,378,0.003054,3,
8,2,dempster,TBEU,3,3;3;2,3,14,8,1458,0.000969,True,None,5598,0.063932,6,None,4410,0.044979,5,None,756,0.006068,3,
8,2,dempster,TBEU,3,3;3;2,3,13,8,1458,0.000974,True,None,6678,0.077757,6,None,3492,0.036291,5,None,702,0.005693,3,
8,2,dempster,TBEU,3,2;2;3,2,7,7,288,0.000651,True,None,2700,0.031885,6,None,1188,0.013285,5,None,252,0.002396,3,
8,2,dempster,TBEU,3,2;2;3,2,6,6,288,0.000667,True,None,1176,0.014644,5,None,1392,0.017185,5,None,216,0.001998,3,
8,2,dempster,TBEU,3,2;2;3,3,11,8,972,0.000995,True,None,4032,0.048444,6,None,972,0.009998,5,None,396,0.003779,3,
8,2,dempster,TBEU,3,2;2;3,3,11,8,972,0.000996,True,None,4776,0.058067,6,None,1716,0.017294,5,None,396,0.003637,3,
8,2,dempster,TBEU,3,3;2;3,2,7,7,432,0.000615,True,None,2682,0.030677,5,None,2952,0.028983,5,None,378,0.003007,3,
8,2,dempster,TBEU,3,3;2;3,2,7,6,432,0.000642,True,None,1638,0.019294,5,None,1962,0.018897,5,None,378,0.002890,3,
8,2,dempster,TBEU,3,3;2;3,3,14,8,1458,0.001199,True,None,8082,0.092985,6,None,3006,0.028580,5,None,756,0.008347,3,
8,2,dempster,TBEU,3,3;2;3,3,14,8,1458,0.001071,True,None,6750,0.076658,6,None,3618,0.034529,5,None,756,0.006032,3,
8,2,dempster,TBEU,3,2;3;3,2,7,8,432,0.000616,True,None,5994,0.070600,6,None,2430,0.023879,5,None,378,0.003047,3,
8,2,dempster,TBEU,3,2;3;3,2,8,6,432,0.000649,True,None,6462,0.075226,6,None,3006,0.029447,5,None,432,0.003374,3,
